,Date,Review_text,Review_title,Stars,Positive,Negative,Neutral,Compound,Overall
65,2020-06-19,"It's definitely a mustbuy product in this current covid 19 situation as one doesn't have to panic and worry about anything because of such an old and trusted brands who will never cheat. For me thes best part is value for money as 500ml only for 250rs plus it contains 70% alcohol whichbis the most imp composition for any sanitizer .Also, it doesn’t smell like those typical cleansers rather it has a soothing fragrance.",Trusted brand sanitizer review ..Happy customer  smiling_face_with_heart-eyes  grinning_face ,5,0.254,0.033,0.7140000000000001,0.9551,Positive
66,2020-05-20,Not same as shown in picture....so very confuse....the product is duplicate or not...,Duplicate???????,1,0.0,0.0,1.0,0.0,Neutral
67,2020-05-23,"It looks like duplicate product.As comparison to small bottle from market, it's smell differs. Moreover no manufacturing date, no expiry date, no batch no, no mrp printed on it. Image in app also does not show any such information.Only written by seller in description about expiry date.Dont buy it.",Looks like duplicate product,2,0.044000000000000004,0.195,0.7609999999999999,-0.7579,Negative
68,2020-07-23,The seal is missing. It's ambiguous to say if the product is original or not.TO NOTE  the smell is different from the original lifebuoy sanitizer.,NO SEAL  PRODUCT MIGHT BE DUPLICATE !!,1,0.16,0.076,0.764,0.34,Positive
69,2020-06-01,"This pandemic situation, this product has become the most important thing in our daily life &amp; Lifebuoy gives us the most precious thing to save us. Thanks Amazon, thanks Lifebuoy, thanks Cloudtail India.P.s. smell is too sweet for me with respect to other Lifebuoy hand sanitizer variations.  )",Product from the brand of trust,5,0.439,0.0,0.561,0.9798,Positive
70,2020-07-10,It's very thick gel and sticky. Before it was nice when this used to cost Rs 55 for 50ml. Now quality detoriated with less cost. Dettol and savlon is better than this.,Very sticky,3,0.16,0.0,0.84,0.6908,Positive
71,2020-08-21,Duplicate... I ordered different one which is original one I got it in D-Mart at 213 with neck squeeze mechanism by lookin At the images.. Now images are changed.. it smells worst as well...,Duplicate and not like as mentioned in images..,1,0.063,0.113,0.8240000000000001,-0.4215,Negative
72,2020-05-20,purchage from chemist shop not from amazon,purchage from chemist shop not from amazon,1,0.0,0.20199999999999999,0.7979999999999999,-0.1326,Negative
73,2020-08-28,I am using Amazon for last 7-8 (around). I really appreciate their service. But this time I have experienced very very bad packaging. The liquid from the bottle was leaking through the loose cap. This should be improved by Amazon.,Very Bad Packaging!,4,0.19399999999999998,0.174,0.631,-0.2525,Negative
74,2020-05-19,The cap is different from the product shown. Don't know whether it original or fake product. The smell is not goo.,Different from the picture shown.,2,0.094,0.127,0.779,-0.2023,Negative
75,2020-06-25,"Product is very different from the smaller versions of lifebuoy hand sanitizers, smells different and I received a pump dispenser bottle with was broken and the liquid was leaking everywhere. Get the smaller ones, not sure if this is original or not .",Smh,1,0.11800000000000001,0.109,0.773,0.1124,Positive
76,2020-05-28,Not same as what you see in picture I got in white cap and low quality lifeboy raper not sure is this original or not not recommended go for Himalayan hand sentizer.,Not look like original product,4,0.172,0.209,0.619,-0.3661,Negative
77,2020-09-06,"This is a complete fake product. No alcohol at all and while rubbing in hand, it gives bubbles like hand soap. Not worth. Complete fake product.Not expected this from a brand like lifebuoy.I hate this. This is not good taking advantage of the situation. Not good at all.Please don't buy this product.",Fake Product,1,0.16399999999999998,0.29100000000000004,0.545,-0.7856,Negative
78,2020-06-19,It's thick jelly liquid with scent not feel good and remain with hands for much time. If it would in complete flowable form and scent could be better..!,Scent is bad...jelly like liquid form,2,0.0,0.091,0.909,-0.4015,Negative
79,2020-07-31,This is totally duplicate product...there is no seal in cap...smell is different...bad smell... liquid is thin...why Amazon is sending duplicate products,Duplicate products,1,0.07400000000000001,0.096,0.83,-0.128,Negative
80,2020-06-24,I quite like the product but not the packaging. It needed a pump. Not sure who was the genius at Lifebuoy who thought of doing it this way!,Rubbish Packaging!!,3,0.066,0.096,0.838,-0.2116,Negative
81,2020-06-22,"The product looks like a local made put in lifebuoy's packing! It smells bad and nothing like the original product. Plus, the bottle came to me in a bad condition. There should be a seal from the company's side so as to confirm that the product is original. Please buy this from a local shop and not online.",Local product in Lifebuoy packing,1,0.111,0.171,0.7170000000000001,-0.6015,Negative
82,2020-08-10,"It smells good... don't have microscope or wht they use to see how many germs r left,,,not have that one so don't really know if it kills all the germs or not but the bottle looks good it is plastic with a lot of jelly thingbin it which looks good just keep one in everyroom and rub it in ur hands everysingle minute.",Nice product,5,0.113,0.033,0.8540000000000001,0.7543,Positive
83,2020-07-14,"This is one of the good product, the dispenser has locking and unlocking system, the quality of the product can be judged with one statement that it is MADE IN INDIA. way better than Chinese standards.",Made In India,5,0.146,0.0,0.8540000000000001,0.7003,Positive
84,2020-06-15,Good and useful product. Outer box Packaging was completely damaged and 4 bottles were missing. Packaging requires to be improved a lot.,Great product with shoddy outer box packaging,4,0.304,0.184,0.512,0.5434,Positive
85,2020-06-19,This product is must in current scenario. It smells so good and leaves hand moist for long. U can carry it in your purse or pocket easily.Must recommended for current usage,Fragrance is good,5,0.245,0.0,0.755,0.8290000000000001,Positive
86,2020-06-23,It is an original product but the formulation is different from the earlier lifebuoy sanitisers. It is a very strong formulation which evaporates quickly from your hands but has a nice smell to it. Packaging was fine and product was received without any damages. It is not gel based but is effective.,Original but different,4,0.309,0.0,0.691,0.9623,Positive
87,2020-06-17,"It's a really good hand sanitizer I've been using for a month and its smell is really good I'm happy to use it. If you really want to get a good hand sanitizer, it will be good for you",Best Hand sanitizer,5,0.475,0.0,0.525,0.9758,Positive
88,2020-06-08,"The same product brought by our friend,the scent of their product was too good. But the product I received is different. The scent of the product is too bad to have.I do not recommend to buy. Didn't expect from Amazon. My faith from Amazon just melted and will think twice before buying anything from Amazon.",Don't want to buy again,1,0.086,0.195,0.7190000000000001,-0.7266,Negative
89,2020-08-21,Needless to say that it has a strong smell but after using it for a couple of time it becomes tolerable. However it claims to kill 99% microscopic organisms but do not sure about it.,Basic Need of the New Normal,5,0.052000000000000005,0.21899999999999997,0.7290000000000001,-0.8335,Negative
