,Date,Review_text,Review_title,Stars
75,2020-06-19,Amazing product very smooth while sprying and very observing its observe with in seconds when you spray it i also use different brand sentizer spray but they are not that much quick its very nice product worth of buying and also its fregance is quite decent so give its try its worth of it... smiling_face_with_smiling_eyes ,Amazing Product,5
76,2020-06-12,"Good product, safe on skin and does not cause any allergies. Can be used to sanitize currency notes and other items (place on a paper and spray adequately). Can be used to sanitize surfaces as advertised (no gas formula hence cannot be used in air)The only con is that cost is on the higher side for the quantity offered (75ml).","An important product at your home, in times of COVID-19",5
77,2020-07-12,they have stop start trigger like layer short so at one go a very little quantity comes out making it hard to disinfect surfaces. also its costly compared to other players as it offers less quantity.,no continuous spray leading to in effective sanitization,1
78,2020-10-01,"I really like this product. It disinfect all kind surface and kill the viruses.really useful to sanitize gate handles, keys, etc. And fragnance is also really good.",Disinfect all kind of surface thumbs_up  thumbs_up ,5
79,2020-07-28,"1.Pathetically packed, caps of bottles were broken and spray had already leaked. Looks it was packed locally without any quality check. Though, Amazon has charged separately for packing this stuff.2. Bottle pics shown is misleading, it's a very small bottle.3. Overall, it's a looting on the name for CORONA disinfectant.",Horribly Horrible,1
80,2020-06-11,"A very useful product. Nice, compact and can be carried out anywhere in bag or pocket. I would love to recommend this product to others and I am sure everyone will like this. A very good product to be used in this current situation.",Effective and Strong,5
81,2020-06-11,"very small can, for this price we get double the amt for dettol and savlon disinfectant spray",very small canfs,1
82,2020-07-13,"Amazon being so vigilant, this is surprising that Amazon has delivered me a package where there was no protective seal on both bottles (infact one of the bottles did not have the cap) and the net weight/quantity was pretty less as compared to what it should posses. Obviously, the net amount is not worth the money. Not worth the price at all and I would recommend to look into other products.",Do not buy !! Please,1
83,2020-06-10,"Product looks original but operation and feeling like duplicate. I think I've received duplicate products. Volume is also less in bottle, almost half.",Duplicate,1
84,2020-08-28,"THis product is very bad. It's just half the size shown And the product does not even work, the nozzle is defective. It is non-returnable so an absolute waste of money and time and effort",BAD DONT BUY IT,1
85,2020-09-29,"Perfect to use to disinfect stuff . It works on all kinds of viruses, fungi, bacteria. The quantity is also good at this price . Loved the fragrance too. The best disinfectant so far.",Awesome,5
86,2020-07-29,"Smell is not there and can be used of hand and on surface it is good, but worst thing is the spray do not work and liquid leaks , they did the product in hurry",Good but it leaks and spay is not good,3
87,2020-09-01,"Product is good, but the issue is after spray, it has to be wiped with a cloth. Ir would have been better in full aerosol form that doesn't need wiping",Overall average,3
88,2020-09-18,"Easy to carry as the size of the bottle is very thin, can be used both on hand and surfaces. So serves all purposes. Scent is also very mild and shooting","Easy to carry, multi-purpose",5
89,2020-06-17,"product is just awesome, wen we can simply use it as a spray over all our daily essential needs I found it really helpful, I use it on my door knobs wen maids or other person come in. Even the packages that arrives from online and many other uses.",Bast spray sanitizer,5
90,2020-07-14,The difference is that this can be used on skin where as the Savlon is just a surface cleaner. This has a mild scent. Its a soft spray so that you can control the volume. Savlon has quite a overpowering scent. I have bought both. I don't think it is fair to compare both the products.,Compared to Savlon,4
91,2020-06-18,"Pressure in the container is not enough or the plunger on the cap is applying less pressure, as a result of which the amount of liquid oozing out is not sufficient. Needs improvement.",Improvement required,4
92,2020-06-22,I this situation of pandemic this is a must buy product. As we touch so many surfaces in our day to day life if we are outside so its like a safe option to carry and spray surfaces before touching anything.Very handy as well can be easily placed in pocket and nice fragrance and value for money,Handy and value for money,5
93,2020-06-21,"The package was open and the cap of one of the bottles was open. Also, there was no seal on the spray. It seemed half of the cans were used. Very disappointed wouldn't recommend this to anyone. In the time when hygiene is if utmost importance, I feel that it's a duplicate product and shouldn't be used.",Don't buy,1
94,2020-08-05,"Dont buy , mine product was in good condition and package too no issue there but less quantity feels half bottle, won't buy again in future, go for Savlon it is far better, Lifebuoy cheating",Bad enough,1
95,2020-08-19,At least they could give a standard size with respect to the money they are charging. I am not sure how much bacteria it kills as I do not have a way to measure it.,its very small.,3
96,2020-06-11,Quantity is very less on that price. Not worth buying this product.,Absolutely not value for money. Quantity is very less at the price they are selling,1
97,2020-06-10,It's just an useless fake product. Don't waste your money on purchasing this. Just looks like some detergent water,Useless product,1
98,2020-09-06,"Won't buy again, I don't understand what's so special about this specific spray and how is it better than the other sprays by Savlon and Dettol.for INR 149, you get just 75ml of this spray.","expensive, almost 2 time costlier than Dettol / Savlon sprays",3
99,2020-09-30,I like the portable and handy packaging. It can easily fit in your bag. Easy to use and decent fragrance. Price could have little better for the amount they have offering,Portable and handy,3
100,2020-06-03,Very small quantity. Wanted to order more but there is limit on two small bottles of just 75ml. Ordering this very small bottle in limited quantity is not worth the effort.,Very small quantity,1
101,2020-05-26,I am very disappointedThe amount is really less and the sprayers not even working properly. Loss of money and Amazon not even allowing to return it.We have much better product available in the marketNo need to choose this,Pathetic product,1
102,2020-09-28,This product is very good. This product is easy to carry anyware. It is safe to use on skin and surfaces . Kills 99.9 percent of bacteria and viruses. I bought this product for my brother. The quality of this product is very good.,Helpful and easy to carry anyware,5
103,2020-06-22,The brand speaks for itself. Lifebuoy is known and trusted for years now and this product also lives upto the expectations. No strong fragrance and easy to use. And in this covid situation it is a must buy.,Must have,5
104,2020-08-07,product is good it's not work only water but I think it was used on because seal was open but overall it is good product you can buy this,Overall it's fine but for me I got the seal open,3
105,2020-09-01,"Lifebuoy Antibacterial Germ Kill Spray (No Gas) – Safe on Skin, Safe on Surfaces, 75ml(2 bottles) was delivered on 1st September 2020, none of the bottle had the bottle cap, by looking into the item it makes me feel like i got a used product not the new one. very much disappointed with this product. this is very small and very expensive.",Very small and expensive,1
106,2020-08-08,"As you know that Lifebuoy is a renowned brand from many years and they always maintain their standard and this product is also not an exception. If you are travelling in flight then it is the best product for you .Pros  easy to use, good brandCons  costly compare to other products.",Best spray sanitiser in the market if you are travelling through flight.,5
107,2020-05-26,1. There is no seal or cover on the spray nozzle2. When you spray the sanitizer it does not evaporte. It stays on the surface as liquid for a very long time. This was not expected of a sanitizer that claims containing 70% alcohol,No seal on the nozzle and not valatile,2
108,2020-06-10,I have received two damaged products . But since I need it from travel I'm not returning it. The quantity is small for the price. This product is overpriced . Savlon is better.,Overpriced product &amp; Recived damaged product,3
109,2020-05-29,"It doesn’t dry out instantly, so not a convenient product",Branded company with untrue promise,3
110,2020-06-12,* fragrance is decent* alcohol content is not much as I have used other better ones earlier but they were not in spray form so I ordered this.* Not bad but yeah not the best either.,It's dilute - I doubt the effectiveness,3
111,2020-06-22,The bottles are very tiny in size - they do smell nice when sprayed however once you leave them on the surface like a table top or door knob they feel sticky after the spray dries .,Smells better than dettol spray but costly for the size,3
112,2020-07-20,It is a good product but according to me its a expensive one i think they should increase the quantity a bit i guess 400-500 ml then it will be a value for money product,Good but Expensive,3
113,2020-05-30,Its good but it doesnt have pressure inside can ! Dont know why company is using metal body which is normal sprey ! Otherwise all good.,Good but...,4
114,2020-06-08,"Very handy product, I received it with no cap and felt like it is sprayed several times, not sure how this can happen from Amazon. Overall product is must have with you.",Good product,4
115,2020-10-01,"A very effective product with spray bottle to kill germs, bacterias present on different surfaces instantly and prevent spreading of viruses inside house. No harsh chemical is used. no side effect on human skin as it has glycerin to keep the skin soft and moisturised. Portable to carry anywhere. Helpful in corona pandemic.","portable, kill germs, value for money",5
116,2020-05-28,Very small compared to dettol disinfectant spray which is triple the size and the same price,Not worth the money,1
117,2020-09-07,I have used lifebuoy spary earlier too. It's noozle was of black color and we'll fitted with the can. This one looks duplicate as it's noozle is white and not well fitted. Amazon seems to not checking the genuinety of it's products. Will never order again.,Looks like fake copy,1
118,2020-06-20,I have used many sanitizer but these is the best sanitizer i have used ever. Spray technology helps a lot. Also the seller is providing it with a perfect discounted price. And the packaging was secured. It is easy to use,Best sanitizer with all round performance.,5
