,Date,Review_text,Review_title,Stars
11,2020-07-23,"Quite a few reviews saying this is expensive than other surface disinfectant sprays like Savlon, Dettol, Dabur, Bodyguard but forgets to mention those are based on LPG/propellant with excipients. Nowhere on those products it is mentioned that you can use those on hands.Whereas this Lifebuoy Germ Kill spray is based on ENA (Extra Neutral Alcohol) which is a food grade alcohol of highest purity that you can find on alcoholic beverages.Coming to price for 75ml at ₹149 it surely is a lot expensive than other surface disinfectant sprays available but this is also a lot more compact, easy to fit in your bag when using outside. You don't need to carry another hand sanitizer since this can also be safely used on hands.I tried this to clean my mobile's tempered glass and to my surprise it didn't create a sticky rainbow mess which was an issue while using the gel based hand sanitizer from same brand.Another thing is that HUL is using different ingredients to make these hand sanitizers nowadays. Some are old perfumed gel based with ethyl alcohol but some are ENA based same as this product and those are available at 500ml bottles with same ingredients as this one at normal hand sanitizer price. But then it's also a lot of hassle to get that version, putting in a spray bottle whereas this is a lot easy to get and more compact, sturdy to use anywhere.Overall I quite liked the pleasant fragrance but they need to do something about the pricing.",An expensive spray that works as surface disinfectant but also can be used safely on hands!,4
12,2020-06-02,I received a damaged product today...paying such price for this defective product!not at all expected from Amazon!I'm highly disappointed...I want a replacement or a refund ASAP,Received damaged product,1
13,2020-05-23,Not value for money.I always get damaged bottle.Savlon Surface Disinfectant Spray 170 g is the best.,I always get damaged bottle. Not value for money.,1
14,2020-06-02,One of them has not Cap.,Dishonest Seller,1
15,2020-07-27,"About the product This is the best sanitizer. Lifebuoy is a brand so you don't have to worry about the quality. It has very good fragrance, and does not at all smell clinical which causes a slight nauseous sensation in me. So I have used it more than twice. The fragrance lasts when used so you feel assured about the hygiene and sanitation. Consistency is thick, but it easily lasted more than a month for me. In the pandemic, I used many sanitizers, but this one beats them all. USe it for your skin or surface and feel safer with this.About the packaging The seal was broken. The bottle felt light as if used. Tried returning but since it is non-returnable, I was asked by AMAZON CUSTOMER CARE to discard and got the refund...GO FOR IT.",***GO FOR IT*** But DO CHECK for seal.,5
16,2020-06-19,"Okay so now after using it for a month , here are my views - i liked the product overall . The quantity is fine because if you are using it for daily use , where you need to sanitize your mobile phones , door bells and delivery packages , one bottle will last a month or so .The thing i like about this product compared to other products in the market is that if by mistake the liquid spills and touches your hand it is safe .My reccomendations for improvement to the brand - you have scope of improvement in the nozzle and spray area . One of the bottles that i have has a small of amount of liquid left but when i press the nozzle the liquid doesn't come out . so i feel you need to improve it .",Good,4
17,2020-06-09,Very bad.. Out of 2 bottle 1 is working.. Also not sealed. Very very bad. Not expected from cloudtail,Worst product and seller,1
18,2020-06-30,"This is my first bad experience from cloudtail. I generally avoid other sellers due to trust issues and past experiences. Anyway, this product was slightly damaged. Had a few dents. I had to buy 2 at once; cloudtail's policy; and I am okay with that. One bottle has a copper ring around the nozzle and other one had silver ring. I have uploaded the photographs. I am not sure if these were used products or damaged ones.For the good part  The scent is really good and pleasant. Using the spray is comfortable. Does not cause any irritation on the skin.If you don't want to use on skin, but only on surfaces, savlon is better and cheaper.",Recieved a damaged product from a decent seller,2
19,2020-05-27,"This LIFEBUOY Antibacterial Germ Kill Spray is LIFE SAVIOUR. It's very handy and best for travelling. This spray is very nice to use during this time whether it be your doors, doorbell, groceries, and other stuffs too.. Really helped us to keep everything germ free in this Scary times..This is a must have product in this situation..Thanks for Amazon for keeping this in stock..","Trustworthy brand , amazing product",5
20,2020-08-29,"The quantity is a lot less as compared to other disinfectant sprays available in the same price. The spray system is similar to that of a perfume bottle and not deodrants, i.e., you have to repeatedly press it for spraying on surfaces. The consistency is watery and took ~7minutes to completey dry. The smell is good but quite strong. Better to invest in other disinfectant sprays in the same amount. Moreover, due to no-return policy and min. order qty. being 2, it was a complete loss for me as I needed only 1 can but HAD TO order 2 and couldn't even return those even when they were damaged.",Not worth the money,1
21,2020-06-08,"Very good and effective in this time of Covid 19 pandemic.Good sweet fragrance. Strongly recommended.U can use easily this on your mobile, TV remote, laptops , car keys , car steering etc etc.#Lifebuoy_family  hugging_face ",Good Disinfectant spray in the market,4
22,2020-06-19,"Firstly the product was awesome, it can be easily carried in our purse, bags, etc.. We can never expect the intensity of the germs present around us... So carrying the pocket friendly spray with us, can be used to spray in our daily works.. Before pressing the lift button, before touching office files, getting back on to the vehicle . Actually I'm using many ways.. So I m expressing very few of them.. Really very useful product.. Thanks to amazon.. Because this product was not available in many places.. I'm time delivery and safely delivered...",Pocket protection,5
23,2020-06-17,"The items just came in a amazon cover and one of them had a big dent on it. The spray caps are different for each of the items and one of them weigh less and the most pathetic thing is that there was a leakage. Not worth the money spent on this item, rather better wud have got a savlon spray.This is supposed to be a disinfectant or germ kill spray as per product description however feedback is asked on scent, is that supposed to be funny?Is this a genuine product from Lifebuoy????",Not up the standard - is this genuine prod????,1
24,2020-06-21,"Extremely inconvenient to use for SUCH A HIGH PRICE!!The spray mouth &amp; area is very small, hence you will have to keep spraying multiple times. The spray doesn't work also several times; so one will have to keep shaking, try holding the bottle at different angles to see if that works, keep pressing it &amp; even then it doesn't work at times. So if you disinfecting a large area, your hand will start aching after sometime due to all the shaking of the bottle &amp; pressing of the nozzle.",The spray doesn't work very well,3
25,2020-06-21,I don't know how much does this sanitizer spray kills germs. But it smells amazing. I bought this spray to spray it on my courier package what comes from outside.It is very easy to use as well. I got this in the retail price.,Easy to use.. thumbs_up ,5
26,2020-07-27,Product good but price high,Supper,5
27,2020-09-04,"The best feature of this lifebuoy anti-germ spray is that it's safe on the hands as well as the usual hard/soft surfaces. It's ideal for people who remain outside for longer hours on daily basis like office staffs, hospital staffs, travellers..etc and a safe alternative to handwashes that need water. Got 2 for just 198 from Amazon.",Very safe hand spray  slightly_smiling_face ,5
28,2020-06-03,"Pungent smell says it is good sanitizer. Sprayer is not up to the mark , some amount is trickling if not properly operated , very small quantity for that cost , and some amount of liquid already dribbling when I first opened the lid . Is it because of package or somebody already used ?",Product wise it is good,4
29,2020-06-25,"I have used it for more than a week and it is really very helpful to use anytime it can be easily carried in our purse, bags.It is skin sensitive and can use in other things also like u can spray on a mobile,door handles and on keys.So I can say it is very good product and best to use now in pendamic time.",Skin friendly..,5
30,2020-08-07,"I purchased this sanitising spray due to the brand value. Quality is really good and it sprays fine mist. However, it’s bit costly if you use regularly. I purchased two units but it lasted only for 1 month. Go for it if price is not an issue for you as quality is quite better.",Easy to use but a bit costly,4
31,2020-08-12,The price is very comparing to other surface disinfectant online. Dont know why lifebuoy sells like this. And the quantity is very little. Not satisfied with that,Price high,3
32,2020-08-16,"Product is good. But I am sure it was tampered. Caps were open. One bollte has very less quantity than another; one can easily detect that.I am noticing, the same thing happens with face wash and shampoo as well. It's better to buy such things from local shops.",Tampered,1
33,2020-06-24,Lifebuoy antibacterial germ kill spray is very handy because of slim bottle. We can spray on anthing to sanitise. As lifebuoy is well known brand scent is also mild. Packaging of bottle is good and easy to use on hands to kill bacteria and maintain hygin.Safe for skin.,Antibacterial spray with handy bottle.,5
34,2020-06-22,"Except for the packaging, that wasn't proper since it had leaked a little, the rest is good.The bottle is slim and is easy to carry. We use it spray door knobs, packets, and even on our hands.The scent is like lifebuoy soap and disappears in a while.",Great product.,5
35,2020-06-13,Ordered this sanitizer spray as we need to keep everything sanitized and protected in this bad situation where everyone is getting infected with the problem. This spray is okay and can be taken if nothing else you can find. Only one thing good about this spray is that it’s branded so I believe that it does it work well. Else the spray bottle is small but handy to use. Over decent spray to get and to sanitize everything around.,Sanitizer spray,4
36,2020-07-21,"The time are so critical that we have used all sorts of disinfectants and sprays... i have recently started going to office, i have used both of these products....the Lifebuoy spray doesn't evaporate after spraying... on my laptop it has left spray marks after continuous use for 2 days.. it says safe on skin... but i will seriously recommend you guys not to do that as it leaves the skin super dry and chapped... on the contrary this Disinfectant by rahosafe has very mild smell.. when i use it in my car.. it causes no suffocation and evaporates super fast leaving zero mark..... this also is not ideal for skin.. but they don't claim it ..so its okay...",Smell is poor...The nozel is not of good in quality..,1
37,2020-08-04,It's kind of pee spray which is used on seat of toilet while using public washrooms .Fragnanace was good Beacuse of ethonol contentThe product is 75 ml sold at 149 but if we check the retailers local we can get this for less price ..129,"Nice fragnence , Too pricyy",2
38,2020-07-23,"Product is good but I’m giving 2 stars because of the condition in which can was received from amazon, firstly there was no cAp for both the cans and they were dented and squeezed from almost every where and looked very old not expected from amazon",No cap received and dented cans,2
39,2020-06-13,"Price is little high but ingredients are good , scent is also good , 70% neutral alcohol whereas in this price point Savlon is giving double but that is ethanol(not safe on hands) whereas it has alcohol (safe on hands)Its pocket friendly also we can keep it in our pocket.",Good one with neutral alcohol.,5
40,2020-07-15,"Received a used and damaged product. Received one without a spray head and the one with the spray head has already been used. Packaging was bad. Also the spray leaves a weird odour behind. And like they suggest us not to wipe, we’ll have to wipe it because after we spray and leave it out to dry the surface, it gets sticky. So if you’ve come here to buy this product thinking sanitising a surface is easy with this, you’re wrong. You might as well try buying the Dettol disinfectant spray. This one doesn’t have a good coverage of surface, takes a lot of time to dry and we have to wipe it.",DO NOT BUY THIS PRODUCT. ABSOLUTE WASTE OF MONEY.,1
41,2020-07-29,"I have uaed both lifnuoy and savalonI prefer this one rather than savalonSavalon bottle.is bulky and gas compressed technologyBut this one quite sleek in diaEasy to carry if want to use in go.No gas, only liquid","No gas, only liquid",5
42,2020-08-01,"Don't go for it because1) the spray mechanism is very defective, not works properly, no body knows when it works, therefore depending on this spray is a tension one2) spray is not continuous. It stops working after few seconds.2) it's smell is very strong ,unbearable",Don't go for it,1
43,2020-06-29,When buying it I did not realise it was so small! Only 75ml for Rs 149  Savlon spray for 159 is 230ml so three times more for Rs 10).,Very expensive for 75ml  -(,1
44,2020-07-22,"The product is a really good idea and practical, but it essentially is just sanitizer that has the same germ killing properties as any normal hand sanitizer, the difference being that this can be sprayed easily on surfaces. Although it is recommended during this current situation and you can't put a price on safety, come on Lifebouy you can put a price on this product and it could be much lower.",Practical but Overpriced,3
45,2020-06-05,Not working....n there is no option for returning the product.....they should check the product before delivering...,Worst,1
46,2020-06-13,"Too expensive. Yes,its handy. But, we get more quantity for the same price from other companies. Moreover, it's the same product. The compositions are the same. So, I won't buy it again.",Too expensive.,1
47,2020-06-24,The spray is very good. Needed the most during this corona virus spread. I use it to sanitize every product I buy. Very useful inside the house also. I use it on my door handles also. Smells good. Overall a very nice product.,Spray is very useful,5
48,2020-06-18,This spray saved me from carona the size is small so i carry it every where . before touching any surface or when we go shopping and want to sit just spray n stay safe.. It has multiple uses at home also n fragrance is mild as compared to other products love it.,Good product,5
49,2020-06-29,Although lifebuoy is a good quality surface sanitizer I find this spray to be expensive. Rs.149 for just 75ml is too much. By adding another Rs.10 we can get savlon spray of 230ml which is offering higher volume. The only difference between this two is lifebouy is WITHOUT GAS...,Good but Expensive...,3
50,2020-06-28,"Helpful product in these days which can be used to disinfect your parcels, milk packets and other packed items. It is easy to use as no wiping is required. Its easy to carry anywhere. it's fragrance will refresh you . Packaging is also good as its no gas formula comes in a spill proof pack . It is also safe for skin and surface both.",Worth the price!,5
51,2020-06-06,The item delivered was damaged.,Delivery of damaged sprayer,1
52,2020-07-02,The nozzle is lose. It doesn't work if you use it at an angle. One bottle I got was dented.It is sticky after you spray it on your hands.The quantity is less for the price.But over all decent.,Decent,4
53,2020-06-17,"The moment I sprayed, I was disappointed with this product. We need to keep spraying it like a perfume! Should not be done for a sanitizer. Sorry I don't get harsh on manufacturers but this is really absurd.","It's not a automatic spray, just like a perfume. Useless.",3
54,2020-07-12,"Bought two bottles, both leak from the sprayer head, spoiling your hand always as well as loss. Too costly as compared to Savlon","Leaking container, less amount, more price",2
55,2020-07-18,"This is a must have for people who are travelling for work, good to use at work station at office. Easy to use, just spray on any surface, laptop, table,mobile, purse bags, office chair etc. This is safe for the skin as well.",Must have - Sanitizer,5
56,2020-06-20,It is so good on hands with awesome fragrance.It is good for mobile after the disinfectant sprayed on mobile the touch screen one can feel the difference while using the touch screen.It is also good for many other items except eatables.,Just go for it one in hand bag another at home,5
57,2020-06-19,Quite handy and with times like these it's of super necessity. Carry around with you in cars and use it to quickly clean mobile or other small items you ourchasenor carry. It's not having intense scent so I like that as well.,Essential product,5
58,2020-05-24,"Very useful product and handy. Easy to carry and use as and when needed or required. Decent scent fragrance and effective. Very important to keep your surrounding clean, specially in office or public place. Perfect product for keeping my office desk clean and useful for car as well.",Totally worth it thumbs_up ,5
59,2020-06-12,"Good product, safe on skin and does not cause any allergies. Can be used to sanitize currency notes and other items (place on a paper and spray adequately). Can be used to sanitize surfaces as advertised (no gas formula hence cannot be used in air)The only con is that cost is on the higher side for the quantity offered (75ml).","An important product at your home, in times of COVID-19",5
60,2020-07-28,"1.Pathetically packed, caps of bottles were broken and spray had already leaked. Looks it was packed locally without any quality check. Though, Amazon has charged separately for packing this stuff.2. Bottle pics shown is misleading, it's a very small bottle.3. Overall, it's a looting on the name for CORONA disinfectant.",Horribly Horrible,1
61,2020-07-13,"Amazon being so vigilant, this is surprising that Amazon has delivered me a package where there was no protective seal on both bottles (infact one of the bottles did not have the cap) and the net weight/quantity was pretty less as compared to what it should posses. Obviously, the net amount is not worth the money. Not worth the price at all and I would recommend to look into other products.",Do not buy !! Please,1
62,2020-07-12,they have stop start trigger like layer short so at one go a very little quantity comes out making it hard to disinfect surfaces. also its costly compared to other players as it offers less quantity.,no continuous spray leading to in effective sanitization,1
63,2020-06-19,Amazing product very smooth while sprying and very observing its observe with in seconds when you spray it i also use different brand sentizer spray but they are not that much quick its very nice product worth of buying and also its fregance is quite decent so give its try its worth of it... smiling_face_with_smiling_eyes ,Amazing Product,5
64,2020-07-14,The difference is that this can be used on skin where as the Savlon is just a surface cleaner. This has a mild scent. Its a soft spray so that you can control the volume. Savlon has quite a overpowering scent. I have bought both. I don't think it is fair to compare both the products.,Compared to Savlon,4
65,2020-06-11,"A very useful product. Nice, compact and can be carried out anywhere in bag or pocket. I would love to recommend this product to others and I am sure everyone will like this. A very good product to be used in this current situation.",Effective and Strong,5
66,2020-06-11,"very small can, for this price we get double the amt for dettol and savlon disinfectant spray",very small canfs,1
67,2020-06-10,"Product looks original but operation and feeling like duplicate. I think I've received duplicate products. Volume is also less in bottle, almost half.",Duplicate,1
68,2020-07-29,"Smell is not there and can be used of hand and on surface it is good, but worst thing is the spray do not work and liquid leaks , they did the product in hurry",Good but it leaks and spay is not good,3
69,2020-09-01,"Product is good, but the issue is after spray, it has to be wiped with a cloth. Ir would have been better in full aerosol form that doesn't need wiping",Overall average,3
70,2020-06-10,It's just an useless fake product. Don't waste your money on purchasing this. Just looks like some detergent water,Useless product,1
71,2020-06-17,"product is just awesome, wen we can simply use it as a spray over all our daily essential needs I found it really helpful, I use it on my door knobs wen maids or other person come in. Even the packages that arrives from online and many other uses.",Bast spray sanitizer,5
72,2020-06-18,"Pressure in the container is not enough or the plunger on the cap is applying less pressure, as a result of which the amount of liquid oozing out is not sufficient. Needs improvement.",Improvement required,4
73,2020-06-22,I this situation of pandemic this is a must buy product. As we touch so many surfaces in our day to day life if we are outside so its like a safe option to carry and spray surfaces before touching anything.Very handy as well can be easily placed in pocket and nice fragrance and value for money,Handy and value for money,5
74,2020-06-20,Awesome product with easy to use functionality and trust of lifeboyNo need to compare with other sanitizer..this one is best and easy to use..nice packagingnice scent,good product with easy to use functionality,5
75,2020-05-26,I am very disappointedThe amount is really less and the sprayers not even working properly. Loss of money and Amazon not even allowing to return it.We have much better product available in the marketNo need to choose this,Pathetic product,1
76,2020-08-19,At least they could give a standard size with respect to the money they are charging. I am not sure how much bacteria it kills as I do not have a way to measure it.,its very small.,3
77,2020-06-11,Quantity is very less on that price. Not worth buying this product.,Absolutely not value for money. Quantity is very less at the price they are selling,1
78,2020-08-07,product is good it's not work only water but I think it was used on because seal was open but overall it is good product you can buy this,Overall it's fine but for me I got the seal open,3
79,2020-08-08,"As you know that Lifebuoy is a renowned brand from many years and they always maintain their standard and this product is also not an exception. If you are travelling in flight then it is the best product for you .Pros  easy to use, good brandCons  costly compare to other products.",Best spray sanitiser in the market if you are travelling through flight.,5
80,2020-06-03,Very small quantity. Wanted to order more but there is limit on two small bottles of just 75ml. Ordering this very small bottle in limited quantity is not worth the effort.,Very small quantity,1
81,2020-06-22,The brand speaks for itself. Lifebuoy is known and trusted for years now and this product also lives upto the expectations. No strong fragrance and easy to use. And in this covid situation it is a must buy.,Must have,5
82,2020-09-01,"Lifebuoy Antibacterial Germ Kill Spray (No Gas) – Safe on Skin, Safe on Surfaces, 75ml(2 bottles) was delivered on 1st September 2020, none of the bottle had the bottle cap, by looking into the item it makes me feel like i got a used product not the new one. very much disappointed with this product. this is very small and very expensive.",Very small and expensive,1
83,2020-05-26,1. There is no seal or cover on the spray nozzle2. When you spray the sanitizer it does not evaporte. It stays on the surface as liquid for a very long time. This was not expected of a sanitizer that claims containing 70% alcohol,No seal on the nozzle and not valatile,2
84,2020-05-29,"It doesn’t dry out instantly, so not a convenient product",Branded company with untrue promise,3
85,2020-06-12,* fragrance is decent* alcohol content is not much as I have used other better ones earlier but they were not in spray form so I ordered this.* Not bad but yeah not the best either.,It's dilute - I doubt the effectiveness,3
86,2020-06-22,The bottles are very tiny in size - they do smell nice when sprayed however once you leave them on the surface like a table top or door knob they feel sticky after the spray dries .,Smells better than dettol spray but costly for the size,3
87,2020-07-20,It is a good product but according to me its a expensive one i think they should increase the quantity a bit i guess 400-500 ml then it will be a value for money product,Good but Expensive,3
88,2020-05-30,Its good but it doesnt have pressure inside can ! Dont know why company is using metal body which is normal sprey ! Otherwise all good.,Good but...,4
89,2020-06-21,"The package was open and the cap of one of the bottles was open. Also, there was no seal on the spray. It seemed half of the cans were used. Very disappointed wouldn't recommend this to anyone. In the time when hygiene is if utmost importance, I feel that it's a duplicate product and shouldn't be used.",Don't buy,1
90,2020-06-08,"Very handy product, I received it with no cap and felt like it is sprayed several times, not sure how this can happen from Amazon. Overall product is must have with you.",Good product,4
91,2020-08-23,"Good.... actually we don't know where is germs and not....so how can we review...good smell....I use it to my door knobe,handel...",Good,5
92,2020-05-28,Very small compared to dettol disinfectant spray which is triple the size and the same price,Not worth the money,1
93,2020-06-24,"Not Packed, Not sealed, open cap, Half of Bottle full in the time of received, Low/wrong manegment in packaging, Value zero. Put in another item package.",3rd class packaging and item also half fill.,1
94,2020-07-13,"The scent of this is very good. Few sanitizers are foul smelling (may be effective though). but this is very pleasant.One important thing is that, it doesn't spray properly. I got two and both are like that. If we press, it sprinkles and also drops can also be seen. Expected that a fine spraying like deodorants. but ok.",Not a perfect sprayer/sprinkler,4
95,2020-07-21,I love spray sanitisers. Hands free is the way to go and you can use it to disinfect regular daily surfaces as well As use it on skin!,Need of the hour!,5
96,2020-08-13,Damaged spray nozzle .. cannot use it ..And cannot even return it ..Do not buy !!!,Damaged product delivered,1
97,2020-08-25,I bought two but there is only one bottle can produce spray end one is not releasing spray. So I request Amazon don't cheat customer in this way. There is also no return policy for this particular item.,No returns policy and bottle is not releasing spray.,1
98,2020-06-20,I have used many sanitizer but these is the best sanitizer i have used ever. Spray technology helps a lot. Also the seller is providing it with a perfect discounted price. And the packaging was secured. It is easy to use,Best sanitizer with all round performance.,5
99,2020-08-09,Instead of 100ml they give 75 ml bottle for rs.150Much better to buy Savlon sprayHorrible brand !Never buying this again,DO NOT BUY,1
100,2020-05-25,"Very convenient to carry in your bag, or even in slightly deep pant pocket.Easy to use.Has a nice fragrance as well.Love it.  )",Extremely easy to carry &amp; use,5
101,2020-08-11,I paid for 2 and received only 1 spray can. Wow. Excellent stuff guys. No decency in checking or answering back to me. I will wait else you will have to wait for me to take action. Time is clicking tik tok tik tok,Honest Wow  OK_hand_medium-light_skin_tone ,1
102,2020-08-18,Product was damageFragrance also not goodPrice of products also high as compared to quantity,High price,1
103,2020-07-12,"Too small and expensive, I now buy Savlon spray instead",Too small,2
104,2020-06-23,"One of my friend suggested this spray to me bcoz it was really to wear gloves every day to office so i bought this product and I'm really satisfied with this. As lifebuoy is the most trusted brand n also helps cleaning knobs, table and parcels.very effective and portable",Highly satisfied  star-struck ,5
105,2020-06-19,Packaging is worst spray doesn't work. Most of The time it leaks while. You try to sprayAlso. It won't last longBut it's pretty handy to. Carry everywhere,If you are expecting too much don't go for it.,2
106,2020-07-29,It was entirely waste of money. Rs 149 for merely 75 ml....m nvr gonna buy this again n nvr vl recommend it to anyone. Guys go for the Savlon disinfectant spray which costs much less than this and savlon spray is much better than this one.It was totally insane of me to buy this product.,Don't ever buy at this price...just waste of money,1
107,2020-06-12,"The MRP shows 149 rupees but I received to spray bottles for the same price.it is an essential item nowadays. The smell is medicinal, but it serves the purpose. #valueformoney .",Thumbd up,4
108,2020-07-01,Though the product is good the product was broken on delivery.. And unfortunately this product doesn't have a refund or replacement,Broken item received,2
109,2020-06-24,"I have been looking for sanitizer sprays that are multipurpose and came across this. This product from lifebuoy is a must have. Can be used on hands, toys, mobiles .The fragrance is very pleasant. Very much satisfied with the product.",Multipurpose spray,5
110,2020-07-08,"I’ve always heard horrible amazon delivery stories but never faced one until today!The sanitizer spray bottles came in like I’ve shown in the picture , there’s no bottle cap with both my sanitizers!How the hell is my sanitizer gonna remain disinfected intself when it’s not even covered?",No bottle cap with the sanitizer spray,5
111,2020-08-03,I am sensitive to strong fragrance but this spray has very mild scent so it din bother me!l.Its easy to use and its travel friendly due to its compact size.Packaging was good.,Keeps You Safe! Handy and mildly scented.,5
112,2020-06-20,Used this product twice. Scent is much better unlike others. Quantity totally justifies the price and container is quite handy. Good product.,Good to use GermKiller!,5
113,2020-08-05,"Dont buy , mine product was in good condition and package too no issue there but less quantity feels half bottle, won't buy again in future, go for Savlon it is far better, Lifebuoy cheating",Bad enough,1
114,2020-06-21,Out of the two bottles one is defective and doesn't work at all the pump is not working so it's of no use not expected this at all,Disappointed,3
115,2020-07-27,This is a good product but I think the smell could be better . Also there are equally good brands available which have 84% Ethanol and offer 170 ml at inr 159/- while this one is 75 ml at Inr 149/- with 70% ethanol...,Lacks VFM,4
116,2020-06-06,I ordered two of these and one in damaged condition When you tell them to return no answer Why should customers suffer monetary loss and loose their peace of mind,Never order non returnable items I have had enough in one week,1
117,2020-06-26,It's very very very small 75 ml. Buy Savlon or Tri-active. It's almost the same price and quantity wise is much bigger. The only advantage of this is that you can use it on skin.There is nothing wrong with he product but I was very disappointed by the size of it,Very small only 75 ml,2
118,2020-07-05,"Disappointed by size. These are just 75ml wheras Dettol and Savlon antibacterial sprays that are 170 gm almost 2.5 times the quantity, but cost almost the same, ₹159 vs ₹149.Images shown in write-up are deceptive.Unable to return or replace according to the policy.",Unable to return or replace,1
119,2020-06-10,I have received two damaged products . But since I need it from travel I'm not returning it. The quantity is small for the price. This product is overpriced . Savlon is better.,Overpriced product &amp; Recived damaged product,3
120,2020-08-17,The spray leaves thick white residue behind once you apply which Is difficult to remove . Not suitable for applying on furniture etc as it will get spoiled.,Leaves white residue behind,3
121,2020-08-05,Can't expect to aim and spray at a particular spot. It simply wouldn't spray on the spot where I wanted it to and not even a little spray comes out properly. Only liquid comes out without any illusion of vanishing immediately.,Doesn't spray properly.,1
122,2020-07-10,Excellent product by Lifebuoy. Timely delivered by Amazon.The quality of This Sanitizer is superb. Smell is also very soothing.This is original product and having metallic body.,Excellent product,5
123,2020-07-07,I ordered two of them and both were not working properly . It stops spraying all of a sudden . The spray nozzle did not work properly,Problem with the sprayer nozzle,3
124,2020-06-11,very small package for this price. There are other products offering double volume for similar price,Its very small,3
125,2020-06-26,Don't buy this it won't serve the purpose instead go for sanitizer...its like liquid drops won't spray,Don't buy,1
126,2020-06-08,Ite compact and nice without gass spray. But for this low quantity price should be less as its very small packing,Good,5
127,2020-08-16,Not worth the buy. Its very expensive. Other popular brand with reasonable price are available on Amazon itself,Not worth the money,1
128,2020-06-08,"Purchased 2 , 1 is not working, waste product",Waste of money,1
129,2020-06-11,Quite small but it serves its purpose. Other brands offer better quantity at the same price.,Quite small,3
130,2020-07-12,"On pressing the knob, it is so poor quality that only liquid comes out, drops at time, doesn't work as a spray!!! Poor making quality!",The spray doesn't work,1
131,2020-06-01,Product is good ...Very very good...But packaging may be better for sure.......,Nice One,4
132,2020-06-14,This is nice and actually it smells of alcohol but I like that there's really no gas in the can you can actually feel it also safe on skin and mobile surface etc,Spray sanitizer,4
133,2020-06-26,"Bad product. It doesnt work at all. And the item is unfortunately not eligible for return. If the seller is listening, please arrange to get my product replaced.",Bad product,1
134,2020-08-10,"Useless, the smell is not good and while pressing the liquid doesn't come properly",Not recommended,1
135,2020-06-13,Ordered 2 bottles. One of the bottle seems used. The cap on one of the bottles is missing,Missing lid on bottle,3
136,2020-06-19,It is of little worth and of poor quality and uneasy spraying of very little quantities.,Bad sanitizing spray .,1
137,2020-07-07,Don’t but this. It is very less in quantity. Mostly it will last till 100 spray. Max to max you can use for 10 days per bottle. Other brand products are good. Lost hope in lifebuoy.,Very less quantity compare to price,1
138,2020-07-22,"Delivered open box and I ordered 2quantity,but I only got one lifeboy spray. Very bad experience.I could not return the product as I need the other item. See the shape of the bottle. Where is my other spray bottle ordered.",Improper packaging and don’t have proper order count,1
139,2020-07-07,Such a waste it is. There was no cap for the bottle. And the spray is not working at all. Now during this corona it's very difficult to return also. Plz don't but this.,Don't buy. It's a cheap product,1
