,Date,Review_text,Review_title,Stars
36,2020-06-18,"In this tough time this is the best hand sanitizer with 70% Alcohol, One of top leading brand that we can trust , I really like this it's gel based and not watery, I carry this hand sanitizer wherever I go and best part it's pretty affordable, 500 ml at only Rs 250 . It has mild fragrance which j really like.Even I use this sanitizer to sanitize my phone and other stuffs from my bag. I strongly recommend this product to everyone in very much affordable price.",Must have product from trustworthy brand,5
37,2020-05-20,Delivered one open pack with all seal opened and torned,Worst,1
38,2020-07-04,"Bad scent, very different from 60 ml I used earlier, noticeable changes are, bad scent (guess they didn't mix any), much less viscose (even if that's not important, I must mention it's like water)",Much different from 60 ml packaging bought in January.,2
39,2020-05-24,"I will sum up my review in following parts.1. Cap- The first thing I noticed before ordering is that many people received a bottle with different cap, so did I. The only reason I could think of is that company might have run out of red cap. Also checked with other customers on different websites and some of them have also received the product with different cap.2. Smell/Scent- The sanitizer has strawberry smell, which is different from the other lifebuoy sanitizer but it might be due to the fact that this sanitizer has different composition that the one we buy at our local shop.3. I checked for any tampering with the bottle but even the Cap has two seals, one at the top of the bottle which we will need to remove before using the sanitizer and the other at the bottom to remove the whole cap from the bottle this is visible in many photos submitted by other reviewers.4. The sanitizer is flammable so it does contain a good amount of alcohol.Overall I am satisfied with the product. But they need to provide a disclaimer about the cap and that the image might be different then the original product.",Most Probably Original.,5
40,2020-05-25,"It is made with a gel formula enriched with vitamin E and natural moisturizers that clean your hands thoroughly while also leaving them feeling soft and fresh. This sanitizer is formulated with an anti bacterial solution that eliminates all bacteria, leaving your hands healthy and germ free. Just rub onto your hands and this non sticky hand sanitizer can eliminate up to 99.9 percent germs in 10 seconds. The perfect disinfectant to add to your travel and cosmetics kits.",A must buy product in current situation,5
41,2020-06-15,"In current situation Lifebouy santizer is the best. It is 95% ethyl alchohol with 70% of isopropyl alcohol). IT is gel and not water based, which makes it's use really easy. It comes from trusted brand. The smell is pleasant. Hands do feel fresh after using it. It is cost effective, not expensive.",alcohol based handwash.,5
42,2020-05-29,"Lifebuoy is one of the best brand from unilever, I have been using it's products from my childhood it never disappoint .....so I bought this sanitizer and it's very goog gel like consistency with a slight fragrance. Alcohol content is also enough so it's good to buy.",Lifebuoy is best !!!!,4
43,2020-06-18,I love this Lifebuoy hand sanitizer! It is alcohol based.. you need not depend on the availability of water and soap.. it cleans your hand on the go and you can eat your food without having to worry about germs. It's useful for kids and adults alike. I love its fragrance. Just a small amount of sanitizer goes a long way! It's easy to carry and is super useful! Love it!,Bye Bye Germs!,4
44,2020-05-23,"I was running out of Sanitizer and I can trust only is Lifebuoy Hand Sanitizer ,The very important thing in this current situation we need is to just take care of ourselves and to keep hygiene..In order to stay safe I use Lifebuoy hand Sanitizer to avoid Virus and I think it's the safest one ..Smells good,soothing on hands and safe I must say...I highly recommend to you all...",Highly recommend!!,5
45,2020-07-10,In this pandemic time savior is sanitizer and Lifebuoy sanitizer is a good sanitizer available. It kills germs and moisture hands it doesn't make hands rough as most of the sanitizer does. I have been using this for a long time and can say its worth buying.,Good buy,5
46,2020-06-14,As today we are facing a great pandemic covid-19 it is our duty to keep ourselves and our hands clean and lifebouy handsanitizer is providing the best as it is alcohol based and fights the germs 99.99% which is what we need the most. Another thing is the texture and consistency is very smooth as it spreads very evenly on the hands without making our hands oily. I like the fragrance as it is very light and does not have any bad odour or strong smell that irritates later.The packing is good and very easy to open and pour. It also have good price worth the money and quantity is pretty good.,Stay safe,5
47,2020-07-11,"The brand is sufficient to trust the quality. Though I thought that the content would be bit of watery but it's more of a gel, which according to doctors and specialist is the real identity of a samtizer. Also, use it only when you don't have the option of soap and water because excessive use of samtizers can lead you to allergies and other itchy issues.",Brand is sufficient,5
48,2020-05-23,Fragrance-100%Cleanliness-100%During this lockdown I was concerned about protection from germ &amp; purchased this alcohol based germ sanitizer.Happy with the usageAft comin frim market this is the first thing v use before entering n touching other things at home .,Germ se raho dur,5
49,2020-08-31,Got this at 225 rupees though MRP is 250 rupees.Surprised by amazon delivery because I got it delivered in the next day in rural area.This sanitizer has more alcohol percentage compared to others in the market with similar price.Previously I was using same sanitizer.Now it become little thinner though it is gel based.Immediately catches fire from match stick due to high alcohol content. Don't try at home.,Best hand sanitizer you can trust 100 percent.,5
50,2020-07-10,It seems duplicate product I have recieved. Item in the picture and the item received is different (cap). Regularly I have purchased lifebouy sanitizer (small size ) from local stores for past 5-6 months and its smell good and little bit of gel type. But this one smells entirely different and it's like water type.Also delivery takes lots of time.its in my near by place and it took 4-5 days for delivery,Seems like a duplicate product,1
51,2020-05-28,"Its manufactured by some third party and sold under Lifebuoy brand, the quality is not same/good, as that of small bottles of same brand.Scent is too strong &amp; remains for long time, and a bit sticky on hands...","Too strong smell, sticky...",2
52,2020-05-31,"""scent"" like sweet candy, gel based very thick gel. Alcohol 70% . All good but didn't like the scent.On my recomend1Dettol no scent2Dabur scent like flower &amp; lemon3 Lifebuoy scent like candy",Sweet candy type scent,4
53,2020-06-19,Product is good but packaging was vary bad..i received brocken pump set..it was very difficult to use pump was not working properly and it was a not returnable product..So I had to transfer the sanitizer it into a empty old bottle to use it..,Bad experience,4
54,2020-06-22,"Value for money, the quantity is more compared to other sanitizers, has more percentage of alcohol which ensures complete protection!! This is a good buy indeed. Additionally it also has a safety lock feature keeping it same from kids.",Value for Money OK_hand ,4
55,2020-06-24,In the current times we always need to clean our hands with soap or sanitizer to be safe.What could be better than our trusted brand lifebuoy..it has 70% alcohol thus perfectly capable of killing all kinds of microorganisms..The product comes in good airtight packaging and is gel based non messy hand sanitizer.The best part is it is having a nice light scent not harsh alcoholic smell...,Best value for money hand sanitizer from a trusted brand..,4
56,2020-06-08,Gel like but thin texture... Evaporates quickly... Doesn't leave any sticky feeling on hand... Has strong alcoholy fragrance and definitely very affordable,Affordable,4
57,2020-06-23,At this situation the most important thing is clean hands. So lifebuoy had sanitizer is very mild scented. Comes with a convenient Bottle which make it easy to use. It is very affordable and value for money. Over all very happy with the product quality and quantity.,Happy with quality and quantity,5
58,2020-08-01,"Sanitizer bottles were received without seal, which raises doubt whether the sanitizer liquid is genuine. I am not going to use this item in this condition. If Amazon takes it back, it is OK. Otherwise I shall dump it in dustbin. Very bad. Amazon should be careful in selling such products. In April 20 I purchased three bottles of Lifebuoy sanitizer of 500ml pack from Flipkart, which were received in nice sealed pack condition. This is not expected from Amazon.",Received without seal,1
59,2020-06-12,"During this covid‐19 time it is very essential product and value for money .it has proper alcohol composition balance as recommended by WHO.comes directly from hindustan Unilever. Its important to sanitize hands while he is out of home and other equipments like helmets ,lifts ,doorknobs glasses etc.",Lifebuoy alcohol based sanitizer.,5
60,2020-07-03,Lifebuoy hand sanitiser is much required product in today’s scenario where everyone is selling sanitiser and the worst part is that u can’t trust that are they actually giving 70 % alcohol but with lifebuoy u can undoubtedly trust the product and brand . Fragrance is really good and product is also good. Skin doesn’t feel dry after using . Recommended product and true value for money .,Best Product *****,4
61,2020-06-09,"It has strawberry fragrance, A PERFUMED Gel based sanitizer, in this bottle you will get much higher Alcohol composition than CDC( Center for decease control and prevention) recommends. Life saver in this pandemic situation.... I'm using it since years n i keep on buying this sanitizer for my life time.... Feels so fresh n cool when u use it.... But beware when u r working in kitchen... Keep this away from children n fire as well....Go for it.","Very good sanitizer, a large bottle for anytime, anywhere use. Gel based",5
62,2020-06-20,I stand by Lifebuoy products only because they have been in the market for many many years. I trust their products and they were first company to bring in hand sanitizers in India. It has no smell and the alcohol content is correct. It dries fast and definitely safe for kids. I trust Lifebuoy for my Kids.,I trust Lifebuoy for my Kids,5
63,2020-06-26,This one has some kind of strawberry smell which is really nice. Not like those 90 percent isopropyl ones which has kerosene type of smell. You won't be able to smell the EtOH in it unless you mix some amount of water with it cz this one is a totally gel type sanitizer.The only problem i faced with this sanitizer is that you have to pour a really lagre amount of it in your hands to rub cz this one evaporates really quick.,Better than those homemade daru sanitizer remedies.,4
64,2020-07-08,Absolutely fake product! Out of 4 bottles one was probably original but the rest 3 were fake and easily discernable as handmade!!! Disgusted as was expecting all 4 original ones!!! The caps were also broken,Total Fake product using Brandname,1
65,2020-06-19,"It's definitely a mustbuy product in this current covid 19 situation as one doesn't have to panic and worry about anything because of such an old and trusted brands who will never cheat. For me thes best part is value for money as 500ml only for 250rs plus it contains 70% alcohol whichbis the most imp composition for any sanitizer .Also, it doesn’t smell like those typical cleansers rather it has a soothing fragrance.",Trusted brand sanitizer review ..Happy customer  smiling_face_with_heart-eyes  grinning_face ,5
66,2020-05-20,Not same as shown in picture....so very confuse....the product is duplicate or not...,Duplicate???????,1
67,2020-05-23,"It looks like duplicate product.As comparison to small bottle from market, it's smell differs. Moreover no manufacturing date, no expiry date, no batch no, no mrp printed on it. Image in app also does not show any such information.Only written by seller in description about expiry date.Dont buy it.",Looks like duplicate product,2
68,2020-07-23,The seal is missing. It's ambiguous to say if the product is original or not.TO NOTE  the smell is different from the original lifebuoy sanitizer.,NO SEAL  PRODUCT MIGHT BE DUPLICATE !!,1
69,2020-06-01,"This pandemic situation, this product has become the most important thing in our daily life &amp; Lifebuoy gives us the most precious thing to save us. Thanks Amazon, thanks Lifebuoy, thanks Cloudtail India.P.s. smell is too sweet for me with respect to other Lifebuoy hand sanitizer variations.  )",Product from the brand of trust,5
70,2020-07-10,It's very thick gel and sticky. Before it was nice when this used to cost Rs 55 for 50ml. Now quality detoriated with less cost. Dettol and savlon is better than this.,Very sticky,3
71,2020-08-21,Duplicate... I ordered different one which is original one I got it in D-Mart at 213 with neck squeeze mechanism by lookin At the images.. Now images are changed.. it smells worst as well...,Duplicate and not like as mentioned in images..,1
72,2020-05-20,purchage from chemist shop not from amazon,purchage from chemist shop not from amazon,1
73,2020-08-28,I am using Amazon for last 7-8 (around). I really appreciate their service. But this time I have experienced very very bad packaging. The liquid from the bottle was leaking through the loose cap. This should be improved by Amazon.,Very Bad Packaging!,4
74,2020-05-19,The cap is different from the product shown. Don't know whether it original or fake product. The smell is not goo.,Different from the picture shown.,2
75,2020-06-25,"Product is very different from the smaller versions of lifebuoy hand sanitizers, smells different and I received a pump dispenser bottle with was broken and the liquid was leaking everywhere. Get the smaller ones, not sure if this is original or not .",Smh,1
76,2020-05-28,Not same as what you see in picture I got in white cap and low quality lifeboy raper not sure is this original or not not recommended go for Himalayan hand sentizer.,Not look like original product,4
77,2020-09-06,"This is a complete fake product. No alcohol at all and while rubbing in hand, it gives bubbles like hand soap. Not worth. Complete fake product.Not expected this from a brand like lifebuoy.I hate this. This is not good taking advantage of the situation. Not good at all.Please don't buy this product.",Fake Product,1
78,2020-06-19,It's thick jelly liquid with scent not feel good and remain with hands for much time. If it would in complete flowable form and scent could be better..!,Scent is bad...jelly like liquid form,2
79,2020-07-31,This is totally duplicate product...there is no seal in cap...smell is different...bad smell... liquid is thin...why Amazon is sending duplicate products,Duplicate products,1
80,2020-06-24,I quite like the product but not the packaging. It needed a pump. Not sure who was the genius at Lifebuoy who thought of doing it this way!,Rubbish Packaging!!,3
81,2020-06-22,"The product looks like a local made put in lifebuoy's packing! It smells bad and nothing like the original product. Plus, the bottle came to me in a bad condition. There should be a seal from the company's side so as to confirm that the product is original. Please buy this from a local shop and not online.",Local product in Lifebuoy packing,1
82,2020-08-10,"It smells good... don't have microscope or wht they use to see how many germs r left,,,not have that one so don't really know if it kills all the germs or not but the bottle looks good it is plastic with a lot of jelly thingbin it which looks good just keep one in everyroom and rub it in ur hands everysingle minute.",Nice product,5
83,2020-07-14,"This is one of the good product, the dispenser has locking and unlocking system, the quality of the product can be judged with one statement that it is MADE IN INDIA. way better than Chinese standards.",Made In India,5
84,2020-06-15,Good and useful product. Outer box Packaging was completely damaged and 4 bottles were missing. Packaging requires to be improved a lot.,Great product with shoddy outer box packaging,4
85,2020-06-19,This product is must in current scenario. It smells so good and leaves hand moist for long. U can carry it in your purse or pocket easily.Must recommended for current usage,Fragrance is good,5
86,2020-06-23,It is an original product but the formulation is different from the earlier lifebuoy sanitisers. It is a very strong formulation which evaporates quickly from your hands but has a nice smell to it. Packaging was fine and product was received without any damages. It is not gel based but is effective.,Original but different,4
87,2020-06-17,"It's a really good hand sanitizer I've been using for a month and its smell is really good I'm happy to use it. If you really want to get a good hand sanitizer, it will be good for you",Best Hand sanitizer,5
88,2020-06-08,"The same product brought by our friend,the scent of their product was too good. But the product I received is different. The scent of the product is too bad to have.I do not recommend to buy. Didn't expect from Amazon. My faith from Amazon just melted and will think twice before buying anything from Amazon.",Don't want to buy again,1
89,2020-08-21,Needless to say that it has a strong smell but after using it for a couple of time it becomes tolerable. However it claims to kill 99% microscopic organisms but do not sure about it.,Basic Need of the New Normal,5
90,2020-06-06,"Very effective. More than 90% alcohol content. Hands feel real clean. Price effective for given quantity. Yes, I added the pump to it.",Awesome product,5
91,2020-05-22,Low quality and bad smell this cannot be Lifebuoy. Must be a fake / duplicate product.,"Duplicate, it is not Lifebuoy.",1
92,2020-05-24,"Not as gown in the picture, cap different. It must be duplicate for sure. It's cheating. The product should be as it is shown in the depicted picture. The item is also non-returnable. Better do not buy this item.",Duplicate not as shown.,1
93,2020-05-17,Very nice product. Fully satisfied.And thanks to Amazon to get excellent delivery.,Best Sanitizer Rub,5
94,2020-05-23,I have had used a smaller version of lifebuoy that was perfect this new product seems to have been different. I cant say its perfect sanitizer. Its looking like a diluted version. Prefer not to use,Product seems different feels its diluted than oiriginal,1
95,2020-07-04,Ive alrady use small lifeboy 50ml bottle that was gelly and this 250ml but was not jelly its somewhat liquid and smell was diffrent from small one, grinning_face_with_sweat  grinning_face_with_sweat ,2
96,2020-08-08,It is very difficult for me to assess the item. Need a lab test to know purity. But I love this brand., thumbs_up ,5
97,2020-06-05,It is different which I have used before....It smells different .....Looks different... zipper-mouth_face , zipper-mouth_face ,2
98,2020-08-24,"I have ordered 2 pieces, one was a fine sealed pack, but the other one was damaged from the upper side, as you can see the packaging is so bad that some sanitizer came out of the bottle means wastage of the product.As a product, its good, having a soothing smell and a bit thick one.",Worst kind of packaging lead to damage of the bottle and wastage of the sanitizer.,3
99,2020-05-13,product as displayed,quality,5
100,2020-05-20,Ethanol based disinfectant... This product is not good for applying in hand. Not useful in present situation of covid-19 protection... Only came to know after purchasing the product... Playing with the life of the people?! Please kindly clarify the actual usage of the product if I am wrong...,Is this good for CoViD-19 protection?!,2
101,2020-05-19,A must buy product from the reputed brand. price is also best when it compares with other brands. For the next few months this is the must buy item in your grocessary list.,Safety In Today's Time,5
102,2020-06-02,I have received damaged products and quantity is also very less. I am not satisfied with this seller .  pouting_face ,Received demaged products and quantity also very less .,1
103,2020-07-19,Great quality. Worth of money and reasonable price. Strongly suggest the branded sanitizers.,Great quality.,5
104,2020-07-29,The packaging of the product was torn at the time of delivery. The product has been delivered exactly as shown in the picture. It seems that some liquids have fell from the bottle and thus spoiled its packaging. I am not at all satisfied at your service.,Pathetic service by Amazon,1
105,2020-05-22,I'm using regular lifebuoy sanitizer. But this time I'm not satisfied with this quality...Its feel like a fake product....,Feel it's not an original product,1
106,2020-05-20,The smell of this product is not as per previous Lifebuoy Hand Sanitizer. It gives weird smell.,Weird Smell,1
107,2020-08-05,"I receive the open box, its not good please replaced the Product,box is open and product not have a sealed,how to use this product please help me ,call me now","We receive open box ,what to do",1
108,2020-06-26,I ordered it specially bcoz it used to have a good smell and brand is reliable..but disappointed with the new fruity smell and seems not to be very effective also.,Disssappointed by smell,4
109,2020-05-16,Product which received is with different colour cap and shown on image is different,Different colour cap,1
110,2020-06-29,"Everything is fine with this, except for the fact that it sometimes causes mild irritation ( itching ) on the hands. But maybe that's just for sensitive skin like mine. The scent is kinda too strong, initially.",It's okay.,4
111,2020-05-18,Order 5 units....received 4,Received 4 units,1
112,2020-05-21,Very useful and valuable product at this price....thank you Amazon for the fastest dilevry....and ofcourse lifebouy is a brand which we were using from our childhood...,Valuable product,5
113,2020-06-29,First it is very over price. You can get in very less price from thers brand. See you need a alcohol based sanitizer for dsafety so you can choose other brand...,very over priced,4
114,2020-05-20,Don't buy this during this situation as it includes Alcohol used for industrial use and is toxicated.... Instead go for Lifebuoy TOTAL 10 Sanitizer and is available on AMAZON ITSELF,GOOD PRODUCT BUT NOT THE BEST,3
115,2020-07-06,Lifebuoy did a remarkable job offering cheapest sanitizer for this quantity having 75% ethyl alcohol.This proportion is enough to kill corona,Best sanitizer for this price,5
116,2020-08-14,Standard alcohol based sanitizer. This has a final concentration of approx 75% while some other brands use marketing tactics to sell sanitizers with lower concentration while labelling them as 75 percent. Neutral colour and typical scent.,"Satisfactory product, approx 75% final concentration.",5
117,2020-06-08,Must Buy Product.  thumbs_up Perfect Price For Perfect Product  thumbs_up Happy With Quality  red_heart_selector ,Value For Money,4
118,2020-06-05,Loved this sanitizer. It has lovely mild fragrance plus it's not too watery or too thick. It has gel like consistency and does the job perfectly.,"Loved the sanitizer, kills 99.99% germs.",5
119,2020-05-30,"There are two different types of packaging but no issues with the authenticity. The scent is as usual, not very strong.",Good sanitizer,4
120,2020-07-06,Scent is very bad. And it doesn't come with the packaging shown in the picture.,Worst sanitizer,1
121,2020-07-14,"Seal was open, it was wrapped with a temporary cello tape and even the pump was broken.",Waste of money,1
