,Date,Review_text,Review_title,Stars
16,2020-05-04,The product is defective,the product is defective,1
17,2020-05-27,"I recently ordered this sanitizer to use at home. I found this a best non-toxic, alcohol-based sanitizer, as I was looking for my mother’s dry skin, this is skin-safe and the quantity is much enough for the use of a family. The best ,part is that it is made in India and is 100% safe for use. It is very good for the skin as it contains 70% of isoprpyl alcohol ( as recommended by WHO) along with the extracts of aloe vera. The fragnace is also very nice. Only one drop is sufficient to kill 99.9% germs.This is a superb product and highly recommend to use for all.",Lifebouy sanitizer. Highly recommend!!!!,5
18,2020-06-17,"Lifebuoy is definitely one of the most common names in many households across India. With the current pandemic and all thtz happening around I had to order it's sanitizer for I know this one brand I can trust on. The sanitizer as advertised kill 99.99% of the germs so what does one need especially when ur out to the market or running an urgent errand, well this one provides that extra precaution u need to stay safe. The scenf is not too strong and also the sanitizer once appplied does its job and is quick to evaporate too so your hands are dry and also germ free. One product that is not heavy on ur pocket and can be easily fit into your car's door side space or even your home.",Lifebouy for germ free hands...,5
19,2020-07-05,"Got a product as a squeeze cap dispenser. Ordered seeing the product image of pump dispenser. There is nowhere mentioned about the product dispenser type in the description. Do not buy, if you need a pump based dispenser.Caution  This product is non-returnable.",Misleading  Not a pump dispenser,1
20,2020-06-27,"In this crazy time of coronavirus one thing that you need to have with you at all times is a sanitizer. Lately a lot of new brands are taking the market but I trust very few and one of them is lifebuoy. It's a brand that has been associated with hygiene for the longest time. This sanitizer is just perfect. It's alcohol based, like WHO prescribes and smells pleasant. Would definitely recommend that you buy this instead of any new brand that claims to be good. Trust lifebuoy to be your hygiene partner in this time.",A much needed item these days,5
21,2020-06-07,"Seeing the current situation of covid19, I ordered this hand sanitizer and trust me it's a complete value for money and totally worth it. Firstly, it's an alcohol based sanitizer that means without water. It kills 99.99% germs. The scent is good and soothing. Even my kiddo loved it's scent and she applies it again and again. The packaging is good. This one comes in a 500ml pump bottle which makes it so easy to apply on your palms and it's convenient to use. I would totally recommend this hand sanitizer to everyone  thumbs_up  thumbs_up  thumbs_up ",The best alcohol based hand sanitizer  red_heart_selector ,5
22,2020-06-18,"Lifebuoy Alcohol Based Hand sanitizer is very helpful during COVID 19 times and also otherwise also which helps you, especially your hands keep clean and hygienic while doing important activity like cooking eating etc, I have been using this and it's fragrance is mild and good. keep your hands soft and clean, also admit is alcholo based it ensures hands are clean and hygienic from bacteria and germs. Its worth buying and I am happy using this sanitizer.",Keep your hands clean and hygienic- lifebuoy santizer..,5
23,2020-06-10,Lifebuoy Alcohol Based Hand sanitizer is something which is really benificial during this time. I have been using this for long now and it's fragrance is really great. Best part is that it doesn't makes your hands rough also. Since it's alcohol based our hands gets completely safe from the bacteria and other germs . Well I'm overall satisfied with the cleanliness it provides to our hands which is really required.,Best One,5
24,2020-06-13,"In present situation sanitizer is a must to stay safe and healthy. So market has seen a great demand in sanitizer and also every company is manufacturing it, which makes it difficult to choose the right one.When I got to know about Lifebouy Sanitizer I go for it because 1) It's from good house 2) it contains 70% alcohol.After using it I can say that it is the best in the marketIts fragrance is not that of medicated type also it is not strong alsoIt comes with pump making it easy to useIt is not stickyRate is according to government rulesEvery home must have it",Winner,5
25,2020-06-17,Won't recomend the texture is not same as it used to be and the smell is also changed its too strong it won't go from your hand even after washing and that's irritating. And the smell is not good it's the one which will irritate your nose for almost an hour. Earlier lifebuoy had a sanitizer that's smells good but not this one probably composition is changed but why is its too liquid type as its gel based. Can't comment it's a fake or orignal.But if you have sensitive nose or please don't use it. The smell is very very strong anyone sitting in the room next to you could also tell that you have used sanitzer hope this helps,Too strong smell and texture is not actually gel based it's between gel based and liquid based,1
26,2020-06-17,"I ordered this lifebuoy sanitizer recently. Its alcohol-based sanitizer, it contains 70% of isoprpyl alcohol and it contains aloe vera so its completely safe from the bacteria and viruses. Its recommended by WHO .The fragnace is amazing and it works well by killing 99.9 germs .It keeps our hands so soft . . Its surely value for money. It comes in a 500ml pump bottle which is convenient to use . Lifebuoy is our all-time trusted brand . It works well for protecting us from viruses. I highly recommend it .Thanks for such an amazing product.",Totally Satisfied with Lifebuoy Sanitizer,5
27,2020-05-04,I got product leaking and rate was higher than the actual rate and also mrp was 250rs but they are selling in 363rs very bad product,Don't buy this,1
28,2020-09-08,The product as described was once send back without the opening pump/dispenser as mentioned in product description available with the product.I think the product needs to be checked to avoid unnecessary issues n difficulties a customer may face with a dispenser on it during the covid crisis.Not recommended at all,Incomplete product supplied,1
29,2020-06-20,"As it is the time of COVID-19, so I was looking for a sanitizer which could provide best protection from this virus so I choose this Lifebuoy Immunity Boosting Sanitizer. It not only kills 99.99% germs on application but also promise to boost immunity upto 10 hours. Being alcohol based it is easy to apply even when you don't have water availability. Just take a drop or two apply and rub over the plam and back of your hands and fingertips until dry. Your hands are free from 99.99% germs instantly. The fragrance is also quite good so my kids are in love with this product.",Good product,5
30,2020-08-15,In picture it is bottle with pump that could be easy to use. But the product delivered doesn't have a pump but instead with a pull up nozzel... Not handy to use. Ever,Not satisfied with the product sent,3
31,2020-06-16,"During these pandemic situation we need to sanitize everything. This sanitizer has a good refreshing fragrance. This is well known trust worthy brand.It's pump makes it extremely easy accessible on surface area. Just a little on hand cover all hands santized.Totally worth of buying, in this range that much big bottle. One of the best alcohol based sanitizer.",Worth the money,5
32,2020-06-06,"My family is great fan of the brand ""Lifebuoy"" ......bars of tis brand was very good...as far as sanitizer is concerned...I was quite sure about its quality.....bcoz it's a brand on which one can trust without any doubt.Let's share my experience  when I opened d package the very first thing which makes me happy was its bottle....a pump bottle...which helps u o sanitize hand without touching the full bottle....one can easily take it out by pumping through elbow.....the second thing which attracts me was its transparent solution....Now let's talk about the quality  a very soothing and familiar smell, liquid is very gentle with the skin as aloe vera is present in it.Worth purchase.....go for it guys if u care for ur family.....If u find my review helpful then please tap on helpful option.",A Familiar product,4
33,2020-06-26,"Its the need of the hour product. It's a really good sanitizer, from a reputed brand and kills maximum germs. It has amild nice scent and it does not leave our hands dry after using. Hands are quite soft and now safe too.My husband keeps it on his office table, pump bottle makes it easy to use.",Really good sanitizer..,4
34,2020-06-15,"This hand Sanitizer is value of money. All though I received damaged pump but I'm writing here about product not the packaging. In the present, Sanitizer is necessary thing and I felt this is enough good. It claims to kill 99.99% germs so that in real it would capable to kill at least 85%germs. It's fragrance is nice, it's not tacky . This Sanitizer is good for to clean household things. The price is also affordable.",Not the best but good,4
35,2020-06-06,Lifebuoy alcohol based hand sanitizer is a must have product in today's situation. Scent of the product is nice.. both my children loved this product. The required alcohol level is perfect n as per prescribed standards. It's very mild and doesn't give any burning sensation.. easy to buy n easy to use.. I wud like to recommend all my family and friends.. please use it n b safe.,Most essential product,5
36,2020-06-14,I love this very much because it's non sticky quickly absorbs and budget friendly. It has alcohol and these days all recommended to use a sanitizer which having alcohol. Fragrance is also very good . This hand sanitizer is definitely a savior. If it's available in your area you should get it. Value for money. Go for it .,Value for money sanitizer,5
37,2020-07-03,It's very good and have over 70% of alcohol content. Only let down it was without pump dispenser with is not convenient and hygienic as needs you to hold entire bottle to use.,Good product but received without pump type dispenser,3
38,2020-06-20,"Nice fragrant alcohol based hand sanitizer. Gets absorbed really fast. Gel but doesn’t leave stickiness on skin. No skin dryness felt after using it. Great option in this pandemic situation as its from a trusted brand. As there are lots of fake products available in the market now, I preferred to buy this one.One star given less just because I wanted pump cap on the 500 ml bottle, which would have been much easier to use, but the one I got is with pull up cap.( it’s mentioned that packing may vary).",Alcohol based sanitizer a must in current situation,4
39,2020-08-27,I ordered this product because it shows that it is a Pump type bottle.But what is received was completely different.So do not go by image.,Received something else,1
40,2020-06-13,"There is a saying in Hindi Der se aaye per Durast aaye. It suits to Lifebouy sanitizer as it is the perfect time to nationally launch the sanitizer. What differentiates Lifebuoy sanitizer from ordinary ones is thatit is mild, non-sticky and evaporates quickly, leaving ones palms 99.99% sanitized instantlyIt has a gentle, mild odour, as against strongly perfumed ones, which can be intolerable, especially if one was sanitizing ones hands before eating.It don't make hands feel dryEasy to use as it comes with pump. 70% alcohol content also makes it more effective.A must product for every home always",Best,5
41,2020-06-19,Since we all are going through the pandemic of coronavirus we I'll have to stay protect buy washing hands and then cleaning with a hand sanitizer. Lifebuoy does the best whenever I come back from grocery shopping that is the first thing I apply on my hands and clean them first it is rigid on germs but soft on hands lifebuoy hand sanitizer is a must today's time.it kills 99.9% germs.one should use this product to see best results.i have been using it and I like this product.,Awesome hand sanitizer  raised_hand ,5
42,2020-06-07,Sanitizer is need of hour but there are many new companies selling it to you but trust the oldest brand you know... lifebuoy. It comes in a convenient pump to pour tge right amount. It doesn't leave strong smell but just the mild fragrance with super clean hands. It is colorless and pure. Value for money pack. Good buy.,Value for money pack,5
43,2020-06-19,"I ordered this lifebuoy sanitizer recently. Its alcohol-based sanitizer, it contains 70% of isoprpyl alcohol and it contains aloe vera so its completely safe from the bacteria and viruses. Its recommended by WHO .The fragnace is amazing and it works well by killing 99.9 germs .It keeps our hands so soft . . Its surely value for money. It comes in a 500ml pump bottle which is convenient to use . Lifebuoy is our all-time trusted brand . It works well for protecting us from viruses. I highly recommend it .Thanks for such an amazing product.",Satisfied with lifebuoy sanitizer,5
44,2020-05-18,Bottle of sanetiser is open and liquid flowing outside and also your site showing no return policy . Pathetic ...I lost my money,Damaged product,1
45,2020-06-26,"Lifebuoy Total Hand Sanitizer, that is over 99.9% effective against Covid-19 Coronavirus, and proven effective against new viruses like SARS Coronavirus, MERS Coronavirus, H7N9 Virus, H5N1 Virus, H1N1 Swine Flu Virus, is a must have when you are out of home. Lifebuoy Alcohol Based Hand Sanitizer, that has more than 60% alcohol content, and gives you instant germ protection without water. Lifebuoy Antibacterial Hand Sanitizer Gel has Glycerine, that leaves your skin feeling fresh &amp; supple. Its a must have product at home.",Must have!!!!,5
46,2020-06-14,Has a gel like consistency instead of being watery which is good compared to many other sanitizers. The pump bottle is good looking and easy to use. I wish the bottle was wider and less taller to keep it from wobbling when pumping.,One of the best sanitizer,5
47,2020-08-24,There is nothing better than this in the market. best in class sanitizer. I tried a lot of them.Especially great service by amazon. (y) Seller my mistake sent me the wrong bottle but amazon representative after rectifying the issue apace initiate me a complete refund as compensation.,Just go for it,5
48,2020-05-22,The seal was broken may be on delivering and the content inside as if someone as put water as lifeboy is branded company and sanitizer is gel based,Not trustworthy,1
49,2020-05-14,Blindly go for it. Best available sanitizer in market right now.,Lifebuoy BRAND NAME is enough.,5
50,2020-07-31,"Packaging ws very bad....d pump was defective....by the time it reached,most of d content had already leaked out of the bottle....i had ordered a tab along with dis....nd dey put dis stupid bottle along with my tab....luckily d liquid dint reach inside d tab covering.....bt dis ws overall aa very horrible experience...i cant return dis also...",Very disappointed!!!! thumbs_down ,1
51,2020-05-23,CONTENT IS GOOD BUT THE CONTAINER KNOB WAS BROKEN. SO I TRAMSFERRED THE CONTENTS TO ANOTHER HAND WASH BOTTLE AND USING...,POOR BUILT QUALITY OF CONTAINER. BUT CONTENT IS GOOD.,1
52,2020-05-05,Product is good but I doubt it's authenticityas it's content mentioned on backside is different from Flipkart one and it has only 5 rating and Flipkart same product has 10k.,Awesome product,5
53,2020-06-01,"I used lifebuoy hand sanitizer and it has become my life saver. I have sensitive skin and find that it does not cause excessive drying, itching or redness after use as it contains aloe Vera extract. It effectively kills microbes. very convenient and easy to use as it comes in pump bottle. Budget friendly &amp; I think we can spend this much to keep ourselves safe from deadly germs and diseases. Fragrance is also so pleasant. Worth buying.",Highly recommended,5
54,2020-05-24,Fake product! It is written as alcohol based but there is no ethyl alcohol in content. Taking advantage of situation. Plus it can neither be returned or replaced. Highly deplorable.,Beware!,1
55,2020-08-30,"Actually I ordered this for my apartment purpose but it comes without dispenser so it's waste of my purchase..I'm highly recommending Dabur sanitizer is the best and which in gel format.. lifeboy santizer is liquid sanitizer,n smell also not like dabur santizer..",No dispenser difficult to use,5
56,2020-05-06,It is not similar as the normal lifebuoy total sanitizer..so im not happy,Lower quality..,2
57,2020-05-05,"broken cap pump , visable foreign particals in the bottle . looks like alterd product",broken cap,2
58,2020-08-29,"This is different from the ""Total 10"" Lifebuoy sanitizer available in the market. It has aloe vera and smells like cheap floral air freshener.Personally I prefer the other version ""total 10"" available in the market because it smells pleasantly neutral.",This is not the regular one,3
59,2020-07-08,"The smell after application is very bad , usually lifeboy products are good i dont know this patricular one is bad and sent a wrong product too with out pump",Quality is bad,1
60,2020-07-07,The image is incorrect and product quality is pathetic. Go for other brand and this is not a push bottle sanitiser. Received a different one. Very sticky sanitizer.,Not a push bottle. Incorrect image. Quality is very sticky,1
61,2020-07-13,Want a pump sanitizer but its not. This packing is not good its a gel sanitizer but yes its from trusted brand. So no issues with the quality of sanitizer but as i want pump bottle so my purpose of buying it fails,Trusted brand,4
62,2020-06-20,"Picture shows the bottle having a spray cap, but the one we received doesn’t. The very reason we chose this is becz of the ease of use with spray caps. Just put real images of the product. Why the fake pictures?",NOT A SPRAY CAP!!!,1
63,2020-08-01,"This bottle is perfect for a little long time use. Just you can't carry it as it's a 500 ml bottle. I bought it 3 months before. And I am still using it. The fragrance is as usual alcoholic, not the type that irritates your nose. It's perfect for a family. I completely recommend this.",Good product,5
64,2020-05-15,Does not look like genuine lifebuoy sanitizer,Dont trust,1
65,2020-06-11,It is the worst product ever...Do not buy anything from them.I have ordered a pump bottle sanitizer and as you can see in the pictures it is totally different.....Neither it is a pump bottle nor a normal bottle....what all I can say about the product is it is a fake product and the hole of the bottle is very big.....,Worst product ever..... angry_face  angry_face ,1
66,2020-06-29,I found this lifebuoy sanitizer to be perfect for everyone at home use. The it has a pleasant smell doesn't hurts the senses. It moisturises the hands and effectively cleanses the hands.,THE BEST BUY SANITIZER FOR EVERYDAY USE,5
67,2020-06-20,"Order for alcohal base liquid with vaporiser pump, but recd. bottle containing gel form. Not happy with this. Description should say clearly.",Not happy,1
68,2020-05-30,Not a genuine product. Seems like some local sanitizer was filled in lifebouy bottle. Not happy to use this,Fake product,1
69,2020-06-13,Because of lockdown i have no choice but to this purchase product online...very upset as i received damaged product ...pump is not working at all ..so i have to replace it with my old hand wash empty bottle..and it is not returnable as well  frowning_face ,Expensive &amp; damaged,1
70,2020-08-19,I think the product is duplicate. I am using lifebuoy hand sanitizer since january.. the product i got is defanitly nit the same. No fragrance of original product.. dont buy this... it is fake .....,Dont buy...fake product,1
71,2020-08-25,Quality is not good as Dettol .It is sticky not dissolve 100% like Dettol.Always feels there is something in the palm.,Quality issue,1
72,2020-08-13,This looks like a fake product ....i ordered with a dispenser but didn’t get one. Also the scent is different than the original lifebuoy sanitizer. After applying hands started itching.The package print is disintegrated tooProduct shows as non returnable,Fake product,1
73,2020-06-16,It is a good product with useful elements in it .Due to covid19 i am very careful about the products i use for my family and after using this i found this product safe for my family it kills 99.9%germs and doesn't harms our hands and pocketfriendly too,Keep your family safe with using this pocketfriendly product,5
74,2020-05-28,Product is good. Almost all the sanitizer available in the market are same. The issue the price and it is expensive a little bit.,Good but expensive,3
75,2020-09-29,"Alcohol content is very low, hence dont know the effect of killing the germs. I don't recommend to buy this product.",Don't buy,2
76,2020-08-30,"Product looks fake or poor quality, contaminated inside and no tamper proof packing. doest have dispenser tube as shown in the product online.No option to return or refund. Lost trust in lifebuoy brand",Poor quality or fake product delivered,1
77,2020-07-02,"Looks like fake product, packaging and ingredients not same as previous bought product. Ethyl Alcohal 95% not present in sanitizer. In this pandemic people are faking product. In the Non returnable item you cant send fake products.","Looks like fake product, packaging and ingredients not same as previous bought product.",1
78,2020-05-22,This sanitizer has great smell. It's different from the older product line Total 10 which smelled like alcohol. This one has some aloevera extract which moderates the alcohol smell.,Better than Lifebuoy Total 10 Sanitizer,5
79,2020-06-22,Lifebuoy sanitizer is very good to use but the worst part of this package was as mentioned they should have to be given the spray cap with the sanitizers bottles. Spray cap were missing into them...,Spray cap was not there with the bottle,5
80,2020-06-16,Local Sanitizers are selling at a price of 100 rupees per 100 ml and this one is no doubt lifebuoy Sanitizer at half of that.,Value for money,5
81,2020-08-13,"Utterly disappointed with the product, there is no dispenser as shown in the picture, this is a complete breach of trust between customer and amazon seller.",Disappointed and trust broken,1
82,2020-06-21,"Bottle is completely different which was shown during placing an order, the received one is not having spray nozzle. It was with cap. Drawback is during usage everytime u need to open that cap.",Not as per expected,1
83,2020-08-17,The product should serve the purpose for which it is intended. However when I use it as hand rub it is not smooth as it appears some tiny suspended particles may be there in the solution. I will request the manufacturer to throw some light on this aspect.,Ease of use.,3
84,2020-07-11,Guys this is the nozzle version. There is another version which is without nozzle. You only get the one without nozzle even if you order the nozzle version. Hence choose wisely.,Lifebuoy needs no review,4
85,2020-09-08,I ordered it bcaz it will be convenient to use but they simply handover me simple bottle without dispenser.. not at all easy to use,Got simple bottle,1
86,2020-08-25,"That the packaging may not be the same as the prominently displayed in the offer has not been transparently mentioned along with the big displayed product picture. Since the product is non returnable, it is not of use to me because the bottle type does not serve my purpose.",Product packaging may be different from the picture prominently displayed.,1
87,2020-08-04,"Standard lifebuoy sanitizer, but didn't come with the pump as shown in the display images, instead came in a sipper type outlet like the vim liquid bottle",Not a pump,3
88,2020-08-18,"The product provided is original and good. Though the product is showing with a pump, but I received the product without the pump. But I paid more for having it with the pump at the time of purchase.",Product delivered without pump option,1
89,2020-06-19,"Seems like a duplicate product, avoid it. Packaging is inconsistent across the two bottles. The labels are not aligned even.Also, annoyingly got bottles without nozzleas shown in the first pic and the bottles had weird red caps. Throwing them away.",Seems duplicate. Regular cap bottle without nozzle.,1
90,2020-05-24,"I have absolutely no problem with the quality of the sanitizer but the bottle's trigger was broken when I received the product and it can't be replaced. So, I'm stuck with this broken bottle of sanitizer",Broken trigger of the bottle,3
91,2020-06-02,Finally I got the sanitizer..Thanks Amazon for this product. Lifebouy is good product ..and the smell of this sanitizer is nice...I think price is also correct...but not for needy family..overall everything is good...everyone can purchase this,Nice Sanitizer...,5
92,2020-08-09,Good. But i doubt on this product. May b its not right but using time skin thorugh spark feel.,Too much alcohol in compare with other product,5
93,2020-07-18,The picture shows that there is a nozzle dispenser attached but received product without nozzle dispenser,Nozzle dispenser not present as shown in picture,1
94,2020-07-13,Picture shows a bottle with a dispenser. Item delivered is plain bottle without a dispenser.,Incorrect depiction,3
95,2020-06-08,"Its a very good alcohol based hand sanitizer, which does not smell like alcohol. It has a very tangy fragrance. With input of Aloe Vera extracts give smooth and moisturizing feel to your hand along with safety.Nice Product, surely thump up for second buying.",Nice Product,5
96,2020-08-27,Product delivered is not as per images. Has an entirely different mechanism for dispensing. You have to pickup the whole bottle and squeeze inorder for it to come out.,Doesn't match images,1
97,2020-06-22,The product photo shows sprayer option but actually it's not that. But the product is nice. I like the sanitizer very much. It is much better to fight the pandemic Corona situation than ordinary sanitizers.,I love lifebuoy sanitizers.,5
98,2020-09-14,It's a fair product. The bottle is not similar to the one which we get in the market. Also the sanitizer liquid is not upto mark. Duplicate product,Duplicate one,1
99,2020-06-01,The product is as per standard issue so no doubt it's very important essential 'n' TOP OF THE LINE.Value for money.,Damaged package,5
100,2020-08-22,"Thanks amazon such quality product, doesnt availed in local market. Good fragrance.",Good fragrance,5
101,2020-06-30,I have kept this at my house entrance table and give this to anybody who enters my home. Large quantity and worth the money.,Must have for all homes. Worth it.,5
102,2020-07-08,Product delivered is different from product ordered. Ordered for dispenser with pump while the delivery was made for lid. It was indicated in inside photos that the package may vary. From the packaging it looks duplicate. This is misguiding and loot,Inferior Quality Product,1
103,2020-05-18,1. Outer packaging was completely damaged.2. Dispenser of the bottle was completely broken and not it will be difficult to use that sanitizer.,Disappointed,2
104,2020-08-03,"Best in market probably. In current times, it needs to decrease the rate so that more people can use this.",Best in market probably! Pioneer in this field.,5
105,2020-06-10,"The seeled item is broken and 100ml drop the box, when the boy give the item did not sign me, quickly go away. When I see the item I had nothing to do,It's very unhappy to me to received the product.The product was very essential to me.So, I use this item.",Bad experience,1
106,2020-07-13,good product for protection frm coronavirus... easy to use... good packaging,BEST PRODUCT IN THIS PANDEMIC SITUATION,5
107,2020-06-08,Alcoholic based sanitizer with decent fragrance.Enough quantity and value for money.,Lifebouy loved it,5
108,2020-09-22,As per the bottle it seems some aloevera based.Even it's scent is a little odd that is little aloevera.And by packing it doesn’t look like the original Lifebuoy product!,It's a fake product,1
109,2020-05-18,Fak itemDuplicateAlso licase,Duplicate,1
110,2020-07-08,I am disappointed because the container is not the same as shown in the picture. The container I got not easy to use,Design of the container not as shown in the picture,1
111,2020-09-09,Seems to be a duplicate product. Wish there was a way to check the authenticity of the same. The packaging talks alot about it being a fake product.,Seems fake. Avoid buying.,2
112,2020-06-21,The item was supplied without dispenser,Item was not supplied as per the order placed,2
113,2020-07-17,Left one is the fake one and right side one is original all u get is fake ones better avoid,Fake,1
114,2020-09-18,Sent without pump sanitizer bottle.That is refill bottle only.,Sent without pump sanitizer bottle,1
115,2020-09-24,Smell is good. Only concern is I have ordered tube one but it didn’t come with tube,Good One,5
116,2020-07-07,I have ordered this with plunger but it got delivered with cap no plunger was there. Really disappointed as without plunger it is not of that much of use.,Disappointed,4
117,2020-06-07,Good for office use...I bought this for my office use...like the smell...,Good one....,5
118,2020-07-09,Squeezing knob is not there as per the picture and now I am not able to return the product due to change in policy. How will i use this sanitizer without squeezing knob? Total waste of money for me. Product should be as per the description and image.,Not as per the description and image,1
119,2020-07-24,"The product looking different than the initial lifebuoy sanitizer, may be its seconds!",Not looking genuine!,2
120,2020-07-08,Although it shows as tap but it's not. It comes with a vulve and not a tap. So you have to hold the bottle and then pull the vulve open and then pour on your hands.The thickness is a little less dense as well.,Doesn't come with a tap,1
121,2020-07-11,"Horrible product, very strong cent smell contains mainly ethanol careful when using it","Horrible product, very strong cent smell contains mainly ethanol careful when using it",1
122,2020-09-01,This is not the product in the image. Its a different product and it now cannot be returned.The pump nozzle is missing. It was not declared anywhere in the product description either!!!,Different to the image. Nozzle missing,1
123,2020-06-07,"Careful, each bottle has different smell and alchohol combinations. Pump leaks even when kept unpressed.",Bad,1
124,2020-07-09,My order was 3 nos lifebuoy hand sanitizer dispenser type but deleverd to me non dispenser type . When call by me on customer care it taken 75 minutes but my problem not shout out. So I dislike this product.,Dislike non dispenser hand sanitizer,1
125,2020-07-27,"I am little unsatisfied with the product shape and package bcz it is different which was shown in the image in which is pump type and what I have received is not like that , it's nozzel is different . Otherwise it's a good product",Different from the image,4
126,2020-06-22,I paid what they asked i got a normal bottle without press tube,pathetic,2
127,2020-07-05,"Product doesn't actually have push type dispenser. You will have to pour it on your hand. Otherwise, product is good.",No push-type dispenser,4
128,2020-06-04,The original lifebouy scents is missing on this product they are unable to maintain quality and didn't think this is right,scents is missing,2
129,2020-07-04,The photo shown is of Push On Top model whereas what has been delivered is ‘Turn Bottle Upside down to pour’. I specifically wanted push model which was shown in picture. Incorrect practice. Disappointed.,Different Bottle Model,1
130,2020-07-08,It's ordinary. Labled as life boy. Poor bottling. And not comfortable use,Poor,2
131,2020-07-05,It happened multiple times that they show bottles with pump in the product page but deliver one without. I specifically got this one because I needed the pump and got one without. Its completely useless and even returns are not taken.,Misleading product description,1
132,2020-07-01,"value for money, but product differ from the description as it nozle is not same as shown in the picture but overall product is value for money",good and quality sanitizer,5
